hash filename family author
a14d9ee17051ec08a4334ba43089502c 64_200.sanitized.cnf.xz hardware-miter jinjinliu
a38affaa741c958fc32769d5fe89b06c frb65-12-2.used-as.sat04-874.cnf.xz random-csp kexu
a45a0358685867bd4f1c7f7c0b0e379c x9-10014.sat.sanitized.cnf.xz knights-tour sterten
a5419a63d913bde0ba5bcd8a8571342f asconhashv12_opt64_H11_M2-tBi5i1RIgRz_m0_1_U23.c.cnf.xz cryptography-ascon manthey
a552a058e6376a36b1f1b2724f228364 IBM_FV_2004_rule_batch_1_31_1_SAT_dat.k40.debugged.cnf.xz hardware-verification ibm
a58b8a5eb61d3110d9fa36a03de588d2 stb_495_168.apx_1_DC-AD.cnf.xz argumentation niskanen
a5dc6226e4c0bebb06926efe55640995 mdp-36-10-sat.cnf.xz minimum-disagreement-parity bryant
a5fc113e7d4899f4e4af14b87b6fd6ae Kakuro-easy-097-ext.xml.hg_4.cnf.xz hypertree-decomposition schidler
a6ed647f85f20be4aedd1e9ce31cbdcd 1-ET-256-K-55.sanitized.cnf.xz independent-set manyem
a917b02a7c31e74c8ccf8b8f001abf37 1-ZC-512-K-67.sanitized.cnf.xz independent-set manyem
a9cb77454c6cfdf4092fb304d3aae8b7 mdp-32-16-sat.cnf.xz minimum-disagreement-parity bryant
aa39c6d885d283a085d033ab7b89f8c8 urq45.cnf.xz tseitin simon
aa6e6f67719ca43aef922f2ebabc409a 1-ZC-1024-K-117.sanitized.cnf.xz independent-set manyem
aa9b67fd19d54ad51b93ee4ba5dc75fc x9-10002.sat.sanitized.cnf.xz knights-tour sterten
aaa3654cc92d80da84ecf5d18040c634 linked_list_swap_contents_safety_unwind62.cnf.xz software-verification osama
aacfb8797097f698d14337d3a04f3065 barman-pfile06-022.sas.ex.7.cnf.xz planning balyo
ab3438b504b296fcee78ec9e71969863 mdp-36-14-sat.cnf.xz minimum-disagreement-parity bryant
ac347c21ca0759079c0be9a758e4e924 cliquecolouring_n41_k5_c4.sanitized.cnf.xz clique-coloring oertel
aceab5a3452e2901e645065bda3e8847 lru_8.sanitized.cnf.xz hardware-miter jinjinliu
ad4e151d80c7012d88dd79bcfceaade5 x9-08075.sat.sanitized.cnf.xz knights-tour sterten
adf6dacdd64c93f9de1aa0eadf427faa circuit_48in64out_with_800gates_4in4out_dist128_seed1.sanitized.cnf.xz random-circuits franck
ae9522ea003ea9f75891b2d37a5e264b srhd-sgi-m37-q446.25-n35-p30-s33692332.cnf.xz subgraph-isomorphism anton
af05a6b68a1cff165b684d9ff0ae3b3b x9-12098.sat.sanitized.cnf.xz knights-tour sterten
af750c18578d52e60472315692ad83c0 si2-b03m-m800-03.cnf.xz subgraph-isomorphism zhou
b087c195e5b7bb191d3a701aa0aa8cf1 Break_unsat_14_23.xml.cnf.xz scheduling lester
b11374f7fe60b9a63fbfde24b1a0a439 stb_418_125.apx_2_DC-AD.cnf.xz argumentation niskanen
b172b4c218f1e44e205575d2b51e82c4 Schur_161_5_d38.cnf.xz schur-coloring heule
b3167d999edd81291f33636464f2f8e6 Folkman-190-104806020.sanitized.cnf.xz heule-folkman heule
b3c587501567db72e6e66c6930cf15ed StConn_7_128.sanitized.cnf.xz st-connectivity-principle sambuss
b3f53d4c67b234d27e21f5e56bfd39e8 StConn_8_32.sanitized.cnf.xz st-connectivity-principle sambuss
b44ea915362c3a140269003d45b1d053 x9-11034.sat.sanitized.cnf.xz knights-tour sterten
b4b41b2ff14427e5715cb9bee06d4602 constraints_17_0.3_2.sanitized.cnf.xz quantum-kochen-specker zhengyu
b5028686db9bd1073fa09cbd8c805f47 spg_200_316.cnf.xz cellular-automata chowdhury
b68ae7866df5e852c3acb97a46da2faf circuit_48in64out_with_1000gates_4in4out_dist128_seed4.sanitized.cnf.xz random-circuits franck
b7273af3d468ea2595f11a6dbd6ef6ce x9-10007.sat.sanitized.cnf.xz knights-tour sterten
b76fa2f50a42120ec54fa98c29113326 lec_mult_DvK_12x12.sanitized.cnf.xz hardware-miter kochemazov
b8c7c777e76995e5bf7b517f2db234ba noL-11-16.sanitized.cnf.xz heule-nol heule
b8f5fc2425facb3aec52a665f32a500c asconhashv12_opt64_H6_M2-PgbpwX_m0_4_U1.c.cnf.xz cryptography-ascon manthey
bb591c6447fb6b4180f6d288eb2ff62a lec_mult_DvW_11x10.sanitized.cnf.xz hardware-miter kochemazov
bbfe2b27182d2ee7fefdb557f458ac9c cliquecolouring_n21_k6_c5.sanitized.cnf.xz clique-coloring oertel
bbfed8974655bca520259deb10d2347b x9-09054.sat.sanitized.cnf.xz knights-tour sterten
bd12a2b66110451b050bd5d2943b1854 ITC2021_Early_10.xml.cnf.xz scheduling lester
bd19da88800086971e554e9d66bc641d stb_588_138.apx_1_DC-ST.cnf.xz argumentation niskanen
bd8bc25be2b36c64b38459c17e815814 pcmax-scheduling-m11-1517-6802-UNSAT.sanitized.cnf.xz scheduling schreiber
bdcdb52d16f87ea20f091ca4b0b6a36f lec_mult_CvK_11x10.sanitized.cnf.xz hardware-miter kochemazov
be18894105e006399cc018abc14b204f af-synthesis_stb_50_40_9_sat.cnf.xz maxsat-optimum cherif
be6411f4784a3c879886dda807cdc607 j3037_10_mdd_b.cnf.xz scheduling shuolinli
bfadd34e71516e95d0ba2a3a8fb2ba03 pcmax-scheduling-m19-10199-62102-UNSAT.sanitized.cnf.xz scheduling schreiber
c0293283432a9b15cd743702163f5184 mp1-Nb7T42.cnf.xz polynomial-multiplication xiao
c03f7f84f6ac9e523c17e391c3895183 linked_list_swap_contents_safety_unwind68.cnf.xz software-verification osama
c0e6e6eeebd48ca600cfc7d662fa804c x9-10093.sat.sanitized.cnf.xz knights-tour sterten
c214f1eb2576af00e3fb09f7d0305764 64_150.sanitized.cnf.xz hardware-miter jinjinliu
c21cea390a50204944aa00babd56b53c linked_list_swap_contents_safety_unwind70.cnf.xz software-verification osama
c2bfe541b7cff948fa3193e9ca0eddee frb45-21-2.used-as.sat04-884.cnf.xz random-csp kexu
c3e53c353f30d9e2eb54ed93d6ce4f02 x9-09007.sat.sanitized.cnf.xz knights-tour sterten
c5a98231dd54cbca06135293bb7e1985 x9-11053.sat.sanitized.cnf.xz knights-tour sterten
c5ae0ec49de0959cd14431ce851c14f8 Circuit_multiplier22.cnf.xz circuit-multiplier shunyang
c6568fc8805127e876c4c23551bf49fa x9-10076.sat.sanitized.cnf.xz knights-tour sterten
c69c5163c9087ffe770743bd4cdafcc9 tseitin_d3_n162.sanitized.cnf.xz tseitin-formulas oertel
c6e03256680b96b52e3345a497333c2b hwb-n24-02-S786928571.shuffled-as.sat03-1618.cnf.xz miter stanion
c73edc350cfa8e07af58db50054aea45 noL-11-12.sanitized.cnf.xz heule-nol heule
c76f3c6c2e2eae85fc5f3d499f3db88d mp1-blockpuzzle_5x10_s7_free4.cnf.xz puzzle grinten
c801a020a6c8bc3c287fea495203b114 worker_20_40_20_0.95.cnf.xz scheduling xindi
c82eee3badbc8432dad72d1d575a0ea6 preimage_80r_495m_160h_seed_379.cnf.xz cryptography shaw
c8b129b9e4835b8a40d5ef0d27a45bef linked_list_swap_contents_safety_unwind78.cnf.xz software-verification osama
c8e64404361f2426490d39459832c66a 64_25.sanitized.cnf.xz hardware-miter jinjinliu
c9f511adbb3d6e1b37b410f972f270c6 af-synthesis_stb_50_140_3_unsat.cnf.xz maxsat-optimum cherif
ca14adcb9296a7b31d7815c2ed16d0f1 ITC2021_Early_3.xml.cnf.xz scheduling lester
cb2e8b7fada420c5046f587ea754d052 clique_n2_k10.sanitized.cnf.xz clique-formulas oertel
cc30e4eedbcf9c3bc110894d08781246 j3037_9_mdd_bm1.cnf.xz scheduling shuolinli
cccee4b0d4c70a5d5422663e2d8887da 1-ET-512-K-96.sanitized.cnf.xz independent-set manyem
cd33a862b81ba7b887845d3510c41c62 MASG0_72_keystream76_0.cnf.xz cryptography zaikin
cd361d33986dccd7f2d86016d6c35241 ecarev-110-4099-22-30-7.cnf.xz cellular-automata harder
cdce6277b01ae06ddb95468c5f05de71 simon-r17-0.sanitized.cnf.xz cryptography-simon yuhangqian
cdd131110acc861a5a01fae6c4936c91 6g_6color_366_050_04.cnf.xz coloring oostema
d02fae1e84cfbe799c792ba237f08f66 exam_flat_0.04_2018_3.cnf.xz scheduling strichman
d11944fbca2dd6540f18bd05b6ccda0c mdp-32-14-sat.cnf.xz minimum-disagreement-parity bryant
d1940d3d830eb16a7d2270ca4af4acba mdp-28-11-sat.cnf.xz minimum-disagreement-parity bryant
d195412a62cdcbb851136f60af76f463 x9-09098.sat.sanitized.cnf.xz knights-tour sterten
d3893e43819a907055a84e48a6ee97ba g2-ak128boothbg2msaig.cnf.xz miter biere
d40a68825bdbcdd7642b249325a7b6a2 Folkman-180-5383714.sanitized.cnf.xz heule-folkman heule
d5f6b2092795aad67d1df1fd3a329552 ER_400_20_7.apx_2_DC-ST.cnf.xz argumentation niskanen
d7627176604d5b86f34d2f5d14d8ee99 worker_40_80_40_0.9.cnf.xz scheduling xindi
d7dbb2cba940af33b2bce37ea99b8110 6s130-opt.cnf.xz miter biere
d7f2e4ec8e631387c928c79e1054c663 stb_418_125.apx_1_DC-AD.cnf.xz argumentation niskanen
da929c2aefde5e59878ad87c4323e581 pcmax-scheduling-m12-8049-55035-SAT.sanitized.cnf.xz scheduling schreiber
dacb03ea801d459ef08db23a8b1d104f lec_mult_DvW_12x12.sanitized.cnf.xz hardware-miter kochemazov
dafc03ea784fee849febca7b64230558 pcmax-scheduling-m30-14113-167638-UNSAT.sanitized.cnf.xz scheduling schreiber
db15a85651e0d941a11bf8640625edd8 mdp-32-11-sat.cnf.xz minimum-disagreement-parity bryant
dc7817dfa2817916b266c1cfacd2ee66 constraints_25_4_5_12_12_0_0_0.sanitized.cnf.xz ramsey zhengyu
dcf5b8224d1e0748871c83ee10067255 2dlx_ca_bp_f_liveness.cnf.xz hardware-verification velev
dd57f6ebf07a7f932a82bed1877788e6 lec_mult_KvW_10x10.sanitized.cnf.xz hardware-miter kochemazov
dd5fc8da5454a990a0e7999884158c64 1-ET-256-K-70.sanitized.cnf.xz independent-set manyem
dd7164f2592c9675618c5c99af9b70f3 1-ZC-512-K-64.sanitized.cnf.xz independent-set manyem
ddc0720fa5a91d9cc0dc726644ab9e9f 6s167-opt.cnf.xz miter biere
de7a6b03999e2bc5bd750831c2662a4d noL-11-18.sanitized.cnf.xz heule-nol heule
ded23680dfeab2879c05bc0e4de21126 x9-09014.sat.sanitized.cnf.xz knights-tour sterten
df1bd67978b9b0ec1d326ba174bc273c x9-12021.sat.sanitized.cnf.xz knights-tour sterten
e067414e153ee98a7842bd6d6dafeee5 af-synthesis_stb_50_200_0_sat.cnf.xz maxsat-optimum cherif
e06be7a69dbd6d6866a2799cd40c4bfe hwmcc20miters-iso-mul7.sanitized.cnf.xz hardware-miter biere
e08f11f0a3bd266ee5c78ce332de107f x9-10096.sat.sanitized.cnf.xz knights-tour sterten
e0bf26a7527cd162c7d3016d4b2ab9fb md5_48_1.cnf.xz cryptography mironov
e2deb375e56da2360ecd08fc1179fb7d circuit_48in24out_with_100gates_7in7out_dist128_seed1.sanitized.cnf.xz random-circuits franck
e371cd7cdde3e7ccb9834290fd4a92d0 32_350.sanitized.cnf.xz hardware-miter jinjinliu
e38601380bfbab35dd8c5927283533fb lec_mult_CvK_11x11.sanitized.cnf.xz hardware-miter kochemazov
e481a97a93fd6b4303f39024d19c2867 j3037_1_gmto_b.cnf.xz scheduling shuolinli
e6cdc2687fa53506021f05b60ad0c6a2 GracefulGraph-K05-P02_c18.cnf.xz unknown zhou
e7248b57a310ad461924eb17956cdf3a Folkman-190-358004741.sanitized.cnf.xz heule-folkman heule
e84b00b1f134e0e071a2baf54cfc90e8 ER_400_20_4.apx_2_DC-ST.cnf.xz argumentation niskanen
e85e793a66a2c9d390f40acf29a5346b 1-ET-512-K-110.sanitized.cnf.xz independent-set manyem
e85fb114c33f450dc2622c78bc6fa019 lru_7.sanitized.cnf.xz hardware-miter jinjinliu
e8abb9c83efdd96a99990f3b914ea873 linked_list_swap_contents_safety_unwind57.cnf.xz software-verification osama
e99e266b422513a2898c13898a1de501 rbsat-v760c43649gyes9.cnf.xz rbsat huang
ea827f81bd0e9735739adc0d9da1b446 ER_500_30_3.apx_2_DC-AD.cnf.xz argumentation niskanen
ec84eecb124c63d4757e083dd0e5a9ff mchess_15.cnf.xz mutilated-chessboard porkhunov
ecca77b5350eca6a4323edd5b38208c6 004.cnf.xz cryptography nossum
eda4aa84aeeb306468396fa82a6bba5a pb_300_05_lb_17.cnf.xz scheduling mayer-eichberger
edceb8782e72e290fa54757dbfdd0173 x9-09057.sat.sanitized.cnf.xz knights-tour sterten
eddd68e14d69cce7190b99f4e7abdafb x9-10098.sat.sanitized.cnf.xz knights-tour sterten
ee57608ea4b74f25aebca809d59711c9 oisc-subrv-sll-nested-13.cnf.xz risc-instruction-removal-subrv fleury
eed5189b73738270ae3fdb8b33bf31c8 Folkman-180-11710376.sanitized.cnf.xz heule-folkman heule
ef16970ab9da31165d3c401ff9b29168 Folkman-185-152478531.sanitized.cnf.xz heule-folkman heule
ef330d1b144055436a2d576601191ea5 crn_11_99_u.cnf.xz automata-synchronization skvortsov
f0426369f61595aee97055965ee7e6a3 hwmcc12miters-xits-iso-6s111.sanitized.cnf.xz hardware-miter biere
f054205a7cef98e5021016f864c69816 summle_X11112_steps6_I1-2-2-4-4-8-25-100.cnf.xz summle manthey
f15ad4206d95a3f8f1358b33301539be ER_400_20_7.apx_1_DC-AD.cnf.xz argumentation niskanen
f16b7329ef5728f722c291156b3b098e af-synthesis_stb_50_100_9_unsat.cnf.xz maxsat-optimum cherif
f18c7c7b8666458fd04ea7a253ae1e20 FmlaImplyChain_3_7_7.sanitized.cnf.xz equivalence-chain-principle sambuss
f296fe701a562022c0de0cf565fbca7d x9-08014.sat.sanitized.cnf.xz knights-tour sterten
f32bb347996c351bc3e9a91c58e8601d DLTM_twitter774_83_17.cnf.xz influence-maximization kochemazov
f376d4c191518ed704326960b6b19a4b x9-10084.sat.sanitized.cnf.xz knights-tour sterten
f45e5faf1bcccbdd3065dd6367c3bd16 x9-10083.sat.sanitized.cnf.xz knights-tour sterten
f48735588e3515135f039e8bc8efaee5 asconhashv12_opt64_H11_M2-MxJOnbQIXNd_m5_6.c.cnf.xz cryptography-ascon manthey
f50eaf02a8041510b64104998cc81d2f sted5_0x24204-50.cnf.xz stedman-triples johnson
f54b352934be08821aa75b3424112956 linked_list_swap_contents_safety_unwind54.cnf.xz software-verification osama
f561c52b987bdb9031a477864070b759 Ptn-7824-b18.cnf.xz pythagorean-triples heule
f70788e8446c1bc42684316de0a6c164 hwmcc20miters-iso-mul3.sanitized.cnf.xz hardware-miter biere
f746dae2050dd4aa48bcd53e8bd897b4 ex065_25.cnf.xz tree-decomposition ehlers
f7e855b18105170b0718086d3f5b5923 j3045_10_rggt_b.cnf.xz scheduling shuolinli
f8443057c188f6c9cfb711ff3d4aa6ff constraints_17_0.5_2.sanitized.cnf.xz quantum-kochen-specker zhengyu
f86dad4ba35369eb720a0c9ddc45037a combined-crypto1-wff-seed-1-wffvars-450-cryptocplx-40-overlap-2.cnf.xz cryptography soos
fa50d69adc71fe4daf7f9088cd02864a circuit_32in64out_with_150gates_6in6out_dist256_seed1.sanitized.cnf.xz random-circuits franck
fa5c6d6736a42650656c5bc018413254 bphp_p23_h22.sanitized.cnf.xz binary-pigeon-hole oertel
fae08ac5b6d7eeb4f56f1cfac6c51703 j3045_4_mdd_bm1.cnf.xz scheduling shuolinli
fb0e505b8bd19a34f1f80b8e020e7856 constraints_17_0.4_2.sanitized.cnf.xz quantum-kochen-specker zhengyu
fb45d41807bcbbbe689de282c1310798 Break_unsat_16_27.xml.cnf.xz scheduling lester
fb51311320bb42bdb893249998a77f40 constraints_16_0.3_1.sanitized.cnf.xz quantum-kochen-specker zhengyu
ff9e9b01d50d01ecb6740472d7dd36cd 1-ZC-512-K-61.sanitized.cnf.xz independent-set manyem
